0,Sound,mus_zz_megalovania,0,,,,,,,,,,,,,,,,,,,,
0.5,SansHead,NoEyes,,,,,,,,
0.2,SansSlam,1,,,,,,,
0,BoneStab,1,29,0.4,0,,,,
0.3,SansBody,HandRight,,,,,,,
0.2,SansSlam,0,,,,,,,
0,BoneStab,0,29,0.4,0,,,,
0.3,SansBody,HandUp,,,,,,,
0.2,SansSlam,3,,,,,,,
0,BoneStab,3,29,0.4,0,,,,
0,SansAnimation,Idle,,,,,,,
0.5,HeartMode,0,,,,,,,
0.3,GasterBlaster,1,0,0,170,300,0,0.3,0.1
0,GasterBlaster,1,0,0,170,350,0,0.3,0.1
0,GasterBlaster,1,0,0,300,170,90,0.3,0.1
0,GasterBlaster,1,0,0,350,170,90,0.3,0.1
0.7,GasterBlaster,1,0,0,191,246,0,0.3,0.1
0,GasterBlaster,1,0,0,259,166,90,0.3,0.1
0,GasterBlaster,1,0,0,449,366,180,0.3,0.1
0,GasterBlaster,1,0,0,379,446,270,0.3,0.1
2,SansHead,Default,,
0.5,BlackScreen,1,,,,,,,
0,HeartTeleport,310,320,,,,,,
0,HeartMode,0,,
0,SansRepeat,,,,,,,,
0.3,CombatZoneSpeed,30,,,,,,,
0.9,GetHeartPos,HeartX,HeartY,,,,,,
0,HeartMaxFallSpeed,0,,,,,,,
0.6666,BlackScreen,0,,,,,,,
0,CombatZoneResizeInstant,-10,264,650,391,,,,
0,HeartTeleport,40,$HeartY,,,,,,
0,SansSlam,0,,,,,,,
0,GasterBlaster,0,0,0,600,280,180,0.1,0.5
0.1,GasterBlaster,0,0,0,600,300,180,0.1,0.4
0.1,GasterBlaster,0,0,0,600,320,180,0.1,0.3
0.1,GasterBlaster,0,0,0,600,340,180,0.1,0.2
0.6,GasterBlaster,0,0,0,600,370,180,0.1,0.5
0.1,GasterBlaster,0,0,0,600,350,180,0.1,0.4
0.1,GasterBlaster,0,0,0,600,330,180,0.1,0.3
0.1,GasterBlaster,0,0,0,600,310,180,0.1,0.2
0.5,BoneVRepeat,600,341,85,2,600,5,16,
0,GasterBlaster,0,0,0,600,310,180,0.4,0.1
0.3,BoneVRepeat,600,241,85,2,600,5,16,
0.2,GasterBlaster,0,0,0,600,360,180,0.4,0.1
0.3,BoneVRepeat,600,341,85,2,600,5,16,
0.2,GasterBlaster,0,0,0,600,310,180,0.4,0.1
0.3,BoneVRepeat,600,241,85,2,600,5,16,
0.2,GasterBlaster,0,0,0,600,360,180,0.4,0.1
0.3,BoneVRepeat,600,341,85,2,600,5,16,
0.2,GasterBlaster,0,0,0,600,310,180,0.4,0.1
0.3,BoneVRepeat,600,241,85,2,600,5,16,
0.2,GasterBlaster,0,0,0,600,360,180,0.4,0.1
0.6,GasterBlaster,1,0,0,180,215,135,0,0.1
0.6,GasterBlaster,1,0,0,180,415,225,0,0.1
0.6,GasterBlaster,1,0,0,180,215,135,0,0.1
0.6,GasterBlaster,1,0,0,180,415,225,0,0.1
0.5,GasterBlaster,1,0,0,600,325,180,0.1,0.1
0.5,CombatZoneSpeed,540,,,,,,,
1.8,BlackScreen,1,,,,,,,
0.5,HeartMaxFallSpeed,330,,,,,,,
0,SansEndRepeat,,,,,,,,
0.1,SansAnimation,Idle,,,,,,,
0,SansHead,Default,,,,,,,
0,SansX,320,,,,,,,
0,Sound,Flash,,,,,,,
0.4,BlackScreen,0,,,,,,,
0,Sound,Flash,,,,,,,
0,SansTorso,Default,,,,,,,
0,HeartTeleport,310,320,,,,,,
0,CombatZoneResizeInstant,289,300,341,351,,,,
0,HeartMode,0,,
0,SansHead,Default,,,,,,,
0,BoneStab,0,20,1,0.2
0.3,BoneStab,1,20,1,0.2
0.8,BoneStab,2,20,0.8,0.2
0.7,BoneStab,3,20,0.7,0.2
0.7,BoneStab,1,20,0.7,0.2
0.4,BoneStab,2,20,0.8,0.2
0.9,BoneStab,3,20,0.7,0.2
0.4,BoneStab,0,20,0.8,0.2
0,BoneStab,0,20,1,0.2
0.3,BoneStab,1,20,1,0.2
0.8,BoneStab,2,20,0.8,0.2
0.7,BoneStab,3,20,0.7,0.2
0.7,BoneStab,1,20,0.7,0.2
0.4,BoneStab,2,20,0.8,0.2
0.9,BoneStab,3,20,0.7,0.2
0.4,BoneStab,0,20,0.8,0.2 
1.8,BlackScreen,1,,,,,,,
0,Sound,Flash,,,,,,,
0.4,BlackScreen,0,,,,,,,
0,CombatZoneResizeInstant,251,251,391,391,,,,
0,HeartTeleport,320,320,,,,,,
0,HeartMode,0,,,,,,,
0,SansAnimation,Idle,,,,,,,
0,SansSweat,1,,,,,,,
0,SansHead,Wink,,,,,,,
0,SansHead,Default,,,,,,,
0.2,GasterBlaster,1,0,0,280,170,90,0.3,0
0,GasterBlaster,1,0,0,330,170,90,0.3,0
0,GasterBlaster,1,0,0,170,280,0,0.3,0
0,GasterBlaster,1,0,0,170,330,0,0.3,0

0.5,GasterBlaster,0,0,0,170,370,0,0.1,0
0,GasterBlaster,0,0,0,370,170,90,0.1,0
0.1,GasterBlaster,0,0,0,170,360,0,0.1,0
0,GasterBlaster,0,0,0,360,170,90,0.1,0
0.1,GasterBlaster,0,0,0,170,350,0,0.1,0
0,GasterBlaster,0,0,0,350,170,90,0.1,0
0.1,GasterBlaster,0,0,0,170,340,0,0.1,0
0,GasterBlaster,0,0,0,340,170,90,0.1,0
0.1,GasterBlaster,0,0,0,170,330,0,0.1,0
0,GasterBlaster,0,0,0,330,170,90,0.1,0
0.1,GasterBlaster,0,0,0,170,320,0,0.1,0
0,GasterBlaster,0,0,0,320,170,90,0.1,0
0.1,GasterBlaster,0,0,0,170,310,0,0.1,0

0.3,GasterBlaster,0,0,0,440,270,180,0.1,0
0.1,GasterBlaster,0,0,0,440,280,180,0.1,0
0,GasterBlaster,0,0,0,440,290,180,0.1,0
0.1,GasterBlaster,0,0,0,440,300,180,0.1,0
0,GasterBlaster,0,0,0,440,310,180,0.1,0
0.1,GasterBlaster,0,0,0,440,320,180,0.1,0
0,GasterBlaster,0,0,0,440,330,180,0.1,0
0.1,GasterBlaster,0,0,0,440,340,180,0.1,0

0.45,GasterBlaster,0,0,0,260,440,270,0.1,0
0.1,GasterBlaster,0,0,0,270,440,270,0.1,0
0,GasterBlaster,0,0,0,280,440,270,0.1,0
0.1,GasterBlaster,0,0,0,290,440,270,0.1,0
0,GasterBlaster,0,0,0,300,440,270,0.1,0
0.1,GasterBlaster,0,0,0,310,440,270,0.1,0
0,GasterBlaster,0,0,0,320,440,270,0.1,0
0.1,GasterBlaster,0,0,0,330,440,270,0.1,0

0.45,GasterBlaster,0,0,0,440,370,180,0.1,0
0.1,GasterBlaster,0,0,0,440,360,180,0.1,0
0,GasterBlaster,0,0,0,440,350,180,0.1,0
0.1,GasterBlaster,0,0,0,440,340,180,0.1,0
0,GasterBlaster,0,0,0,440,330,180,0.1,0

0,GasterBlaster,0,0,0,440,310,180,0.1,0
0.1,GasterBlaster,0,0,0,440,300,180,0.1,0
0,GasterBlaster,0,0,0,440,290,180,0.1,0

0.1,GasterBlaster,0,0,0,360,170,90,0.1,1
0,GasterBlaster,0,0,0,350,170,90,0.1,1

0,GasterBlaster,0,0,0,280,170,90,0.1,0.1
0,GasterBlaster,0,0,0,270,170,90,0.1,0.1
0,GasterBlaster,0,0,0,260,170,90,0.1,0.1
0.8.1,SansBody,HandDown,,,,,,,
0,HeartMaxFallSpeed,600,,,,,,,
0.1,SansSlam,1,,,,,,,
0.2,BoneStab,1,29,0.4,0.1,,,,
0,CombatZoneResizeInstant,239,226,404,391,,,,
0,HeartMode,0,,,,,,,
0.2,SansHead,Default,,,,,,,





0.3,SansHead,NoEyes,,





0,CombatZoneResizeInstant,239,226,404,391,,,,
0,HeartTeleport,320,304,,,,,,
0,HeartMode,0,,,,,,,
0.2,SansHead,Default,,,,,,,
0.05,SansSlam,2,,,,,,,
0,SansBody,HandLeft,,,,,,,
0,BoneStab,2,30,0.3,0.5,,,,
0.6,SansSlam,0,,,,,,,
0,SansBody,HandRight,,,,,,,
0,BoneStab,0,30,0.3,0.5,,,,
0,GasterBlaster,1,0,0,269,166,90,0.333,0.8
0,GasterBlaster,1,640,480,369,446,270,0.333,0.8
0.6,SansSlam,1,,,,,,,
0,SansBody,HandDown,,,,,,,
0,BoneStab,1,30,0.3,0.5,,,,
0.6,SansSlam,3,,,,,,,
0,SansBody,HandUp,,,,,,,
0,BoneStab,3,30,0.3,0.5,,,,
0.7,SansAnimation,Idle,,,,,,,
0,HeartMode,0,,,,,,
0,BoneHRepeat,130,-10,200,1,500,7,183
0,BoneHRepeat,330,650,200,3,500,7,183
0,GasterBlaster,1,0,0,189,226,0,0.333,1.6
0,GasterBlaster,1,640,480,449,386,180,0.333,1.6
2.6666666,SansTorso,Default,,,,,,
0,SansBody,HandLeft,,,,,,,
0.2,SansSlam,2,,,,,,,
0.3,BoneStab,2,40,0.3,0.3,,,,
0,GasterBlaster,1,0,0,189,246,0,0,0
0,GasterBlaster,1,0,0,259,166,90,0,0
0,GasterBlaster,1,640,480,449,366,180,0,0
0,GasterBlaster,1,640,480,379,446,270,0,0
0.5,SansBody,HandRight,,,,,,,
0.2,HeartMaxFallSpeed,450,,,,,,,
0,SansSlam,0,,,,,,,
0,CombatZoneResizeInstant,241,226,449,391,,,,
0,CombatZoneSpeed,900,,,,,,,
0,CombatZoneResize,241,226,650,391,,,,
0.33333,HeartMaxFallSpeed,-370,,,,,,,
0,SansAnimation,Idle,,,,,,,
0,CombatZoneResize,-10,226,650,391,,,,
0.3,CombatZoneSpeed,30,,,,,,,
0,CombatZoneResize,-10,264,650,369,,,,
0.9,GetHeartPos,HeartX,HeartY,,,,,,
0,HeartTeleport,40,$HeartY,,,,,,
0,HeartMaxFallSpeed,0,,,,,,,
0,SansSlam,0,,,,,,,
1,HeartMaxFallSpeed,330,,,,,,,
0,SansSlam,1,,,,,,,
0,SansBody,HandDown,,,,,,,
0,GasterBlaster,0.7,640,346,560,346,180,0,0
0.7,SansSlam,3,,,,,,,
0,SansBody,HandUp,,,,,,,
0,GasterBlaster,0.7,640,286,560,286,180,0,0
0.7,SansSlam,1,,,,,,,
0,SansBody,HandDown,,,,,,,
0,GasterBlaster,0.7,640,286,560,286,180,0,0
0,BoneStab,1,36,0.4,0.2,,,,
0.7,SansSlam,3,,,,,,,
0,SansBody,HandUp,,,,,,,
0,GasterBlaster,0.7,640,346,560,346,180,0,0
0,BoneStab,3,36,0.4,0.2,,,,






0,SansAnimation,Idle,,,,,,,
0.6,HeartMode,0,,,,,,,
0,SansSweat,2,,,,,,,
0,HeartMode,0,,,,,,,
0,SansText,...,,,,
0.5,BlackScreen,1,,,,,,,
0,Sound,mus_zz_megalovania,0,,,,,
0,Sound,finale,0,,,,,
0,Sound,ding,0,,,,,,
0,Sound,Flash,,,,,,,
0,SansAnimation,Tired,,,,,,
0,SansHead,NoEyes,,
0,HeartTeleport,320,320,,,,,,
0.6666,BlackScreen,0,,,,,,,
0,CombatZoneResizeInstant,270,270,370,370,,,,
1,Sound,PlayerFight,,,
0,BlackScreen,1,,
0.2,BlackScreen,0,,
0,SansRepeat,,
0,SansTorso,Default,,,
0,SansHead,Default,,
0.2,SansEndRepeat,,,
0,SansAnimation,Idle,,
1,SansText,did you really think you                     were gonna be able to                             kill me like that?,,,,,,,
0,CombatZoneResizeInstant,251,251,391,391,,,,
0,HeartTeleport,320,320,,,,,,
0,HeartMode,0,,,,,,,
0,SansAnimation,Idle,,,,,,,
0,SansSweat,1,,,,,,,
0,SansHead,Wink,,,,,,,
0,SansHead,Default,,,,,,,
0.6,HeartMode,0,,,,,,,
0,SansSweat,2,,,,,,,
0,Sound,mus_zz_megalovania,1,,,,,,,,,,,,,,,,,,,,
0.2,GasterBlaster,1,0,0,321,166,90,0,0
0.125,GasterBlaster,1,0,0,256,171,67.5,0,0
0.125,GasterBlaster,1,0,0,191,176,45,0,0
0.125,GasterBlaster,1,0,0,186,241,22.5,0,0
0.125,GasterBlaster,1,0,0,181,306,0,0,0
0.125,GasterBlaster,1,0,0,186,371,337.5,0,0
0.125,GasterBlaster,1,0,0,191,436,315,0,0
0.125,GasterBlaster,1,0,0,256,443.5,292.5,0,0
0.125,GasterBlaster,1,0,0,321,451,270,0,0
0.125,GasterBlaster,1,0,0,386,443.5,247.5,0,0
0.125,GasterBlaster,1,0,0,451,436,225,0,0
0.125,GasterBlaster,1,0,0,450,371,202.5,0,0
0.125,GasterBlaster,1,0,0,449,306,180,0,0
0.125,GasterBlaster,1,0,0,450,241,157.5,0,0
0.125,GasterBlaster,1,0,0,451,176,135,0,0
0.125,GasterBlaster,1,0,0,386,171,112.5,0,0
0.125,GasterBlaster,1,0,0,321,166,90,0,0
0.125,GasterBlaster,1,0,0,256,171,67.5,0,0
0.125,GasterBlaster,1,0,0,191,176,45,0,0
0.125,GasterBlaster,1,0,0,186,241,22.5,0,0
0.125,GasterBlaster,1,0,0,181,306,0,0,0
0.125,GasterBlaster,1,0,0,186,371,337.5,0,0
0.125,GasterBlaster,1,0,0,191,436,315,0,0
0.125,GasterBlaster,1,0,0,256,443.5,292.5,0,0
0.125,GasterBlaster,1,0,0,321,451,270,0,0
0.125,GasterBlaster,1,0,0,386,443.5,247.5,0,0
0.125,GasterBlaster,1,0,0,451,436,225,0,0
0.125,GasterBlaster,1,0,0,450,371,202.5,0,0
0.125,GasterBlaster,1,0,0,449,306,180,0,0
0.125,GasterBlaster,1,0,0,450,241,157.5,0,0
0.125,GasterBlaster,1,0,0,451,176,135,0,0
0.125,GasterBlaster,1,0,0,386,171,112.5,0,0
0.125,GasterBlaster,1,0,0,321,166,90,0,0
0.125,GasterBlaster,1,0,0,256,171,67.5,0,0
0.125,GasterBlaster,1,0,0,191,176,45,0,0
0.125,GasterBlaster,1,0,0,186,241,22.5,0,0
0.125,GasterBlaster,2,0,0,170,320,0,0.4,0.1
0,GasterBlaster,2,0,0,570,320,180,0.4,0.1
0,SansSweat,3,,,,,,,
1.2,GasterBlaster,1,0,0,256,171,67.5,0.3,0
0,GasterBlaster,1,0,0,191,176,45,0.3,0
0,GasterBlaster,1,0,0,186,241,22.5,0.3,0
0.7,GasterBlaster,1,0,0,186,371,337.5,0.3,0
0,GasterBlaster,1,0,0,191,436,315,0.3,0
0,GasterBlaster,1,0,0,256,443.5,292.5,0.3,0
0.7,GasterBlaster,1,0,0,450,371,202.5,0.3,0
0,GasterBlaster,1,0,0,449,306,180,0.3,0
0,GasterBlaster,1,0,0,450,241,157.5,0.3,0
0.7,GasterBlaster,1,0,0,386,171,112.5,0.3,0
0,GasterBlaster,1,0,0,321,166,90,0.3,0
0,GasterBlaster,1,0,0,256,171,67.5,0.3,0
0.7,GasterBlaster,1,0,0,386,443.5,247.5,0.3,0
0,GasterBlaster,1,0,0,451,436,225,0.3,0
0,GasterBlaster,1,0,0,450,371,202.5,0.3,0
0.7,GasterBlaster,1,0,0,450,371,202.5,0,0
0,GasterBlaster,1,0,0,449,306,180,0,0
0,GasterBlaster,1,0,0,450,241,157.5,0,0
0.8,GasterBlaster,1,0,0,449,306,180,0,0
0.125,GasterBlaster,1,0,0,450,371,202.5,0,0
0.125,GasterBlaster,1,0,0,451,436,225,0,0
0.125,GasterBlaster,1,0,0,386,443.5,247.5,0,0
0.125,GasterBlaster,1,0,0,321,451,270,0,0
0.125,GasterBlaster,1,0,0,256,443.5,292.5,0,0
0.125,GasterBlaster,1,0,0,191,436,315,0,0
0.125,GasterBlaster,1,0,0,186,371,337.5,0,0
0.125,GasterBlaster,1,0,0,181,306,0,0,0
0.125,GasterBlaster,1,0,0,186,241,22.5,0,0
0.125,GasterBlaster,1,0,0,191,176,45,0,0
0.125,GasterBlaster,1,0,0,256,171,67.5,0,0
0.125,GasterBlaster,1,0,0,321,166,90,0,0
0.125,GasterBlaster,1,0,0,386,171,112.5,0,0
0.125,GasterBlaster,1,0,0,451,176,135,0,0
0.125,GasterBlaster,1,0,0,450,241,157.5,0,0
0.125,GasterBlaster,1,0,0,449,306,180,0,0
0.125,GasterBlaster,1,0,0,450,371,202.5,0,0
0.125,GasterBlaster,1,0,0,451,436,225,0,0
0.125,GasterBlaster,1,0,0,386,443.5,247.5,0,0
0.125,GasterBlaster,1,0,0,321,451,270,0,0
0.125,GasterBlaster,1,0,0,256,443.5,292.5,0,0
0.125,GasterBlaster,1,0,0,191,436,315,0,0
0.125,GasterBlaster,1,0,0,186,371,337.5,0,0
0.125,GasterBlaster,1,0,0,181,306,0,0,0
0.125,GasterBlaster,1,0,0,186,241,22.5,0,0
0.125,GasterBlaster,1,0,0,191,176,45,0,0
0.125,GasterBlaster,1,0,0,256,171,67.5,0,0
0.125,GasterBlaster,1,0,0,321,166,90,0,0
0.125,GasterBlaster,1,0,0,386,171,112.5,0,0
0.125,GasterBlaster,1,0,0,451,176,135,0,0
0.125,GasterBlaster,1,0,0,450,241,157.5,0,0
0.125,GasterBlaster,1,0,0,449,306,180,0,0
0.3,GasterBlaster,1,0,0,181,306,0,0,0
0.125,GasterBlaster,1,0,0,186,371,337.5,0,0
0.125,GasterBlaster,1,0,0,191,436,315,0,0
0.125,GasterBlaster,1,0,0,256,443.5,292.5,0,0
0.125,GasterBlaster,1,0,0,321,451,270,0,0
0.125,GasterBlaster,1,0,0,386,443.5,247.5,0,0
0.125,GasterBlaster,1,0,0,451,436,225,0,0
0.125,GasterBlaster,1,0,0,450,371,202.5,0,0
0.125,GasterBlaster,1,0,0,449,306,180,0,0
0.125,GasterBlaster,1,0,0,450,241,157.5,0,0
0.125,GasterBlaster,1,0,0,451,176,135,0,0
0.125,GasterBlaster,1,0,0,386,171,112.5,0,0
0.125,GasterBlaster,1,0,0,321,166,90,0,0
0.125,GasterBlaster,1,0,0,256,171,67.5,0,0
0.125,GasterBlaster,1,0,0,191,176,45,0,0
0.125,GasterBlaster,1,0,0,186,241,22.5,0,0
0.125,GasterBlaster,1,0,0,181,306,0,0,0
0.125,GasterBlaster,1,0,0,186,371,337.5,0,0
0.125,GasterBlaster,1,0,0,191,436,315,0,0
0.125,GasterBlaster,1,0,0,256,443.5,292.5,0,0
0.125,GasterBlaster,1,0,0,321,451,270,0,0
0.125,GasterBlaster,1,0,0,386,443.5,247.5,0,0
0.125,GasterBlaster,1,0,0,451,436,225,0,0
0.125,GasterBlaster,1,0,0,450,371,202.5,0,0
0.125,GasterBlaster,1,0,0,449,306,180,0,0
0.125,GasterBlaster,1,0,0,450,241,157.5,0,0
0.125,GasterBlaster,1,0,0,451,176,135,0,0
0.125,GasterBlaster,1,0,0,386,171,112.5,0,0
0.125,GasterBlaster,1,0,0,321,166,90,0,0
0.125,GasterBlaster,1,0,0,256,171,67.5,0,0
0.125,GasterBlaster,1,0,0,191,176,45,0,0
0.125,GasterBlaster,1,0,0,186,241,22.5,0,0
0.125,GasterBlaster,1,0,0,181,306,0,0,0
0.125,GasterBlaster,1,0,0,186,371,337.5,0,0
0.125,GasterBlaster,1,0,0,191,436,315,0,0
0.125,GasterBlaster,1,0,0,321,446,270,0.4,0.1
0,GasterBlaster,1,0,0,321,126,90,0.4,0.1
0,GasterBlaster,1,0,0,166,304,0,0.4,0.1
0,GasterBlaster,1,0,0,486,304,180,0.4,0.1
0.7,GasterBlaster,1,0,0,191,246,0,0.4,0.1
0,GasterBlaster,1,0,0,259,166,90,0.4,0.1
0,GasterBlaster,1,0,0,449,366,180,0.4,0.1
0,GasterBlaster,1,0,0,379,446,270,0.4,0.1
3.9,EndAttack
0,EndAttack,,,
